ID,Address,Beds,Bath,Area,Date,Action,Amount,Rate_sqft,Source
550,4226-Siena-Ct_San-Jose_CA_95135_M13571-68202,3bed,2.5bath,"1,456sqft",05/17/2001,Sold,"$493,500",$338,Public Record
551,686-Webster-Dr_San-Jose_CA_95133_M11437-36703,4bed,2bath,"1,392sqft",10-09-2020,Listed,"$865,000",$621,MLSListings
552,686-Webster-Dr_San-Jose_CA_95133_M11437-36703,4bed,2bath,"1,392sqft",11/13/1992,Sold,"$205,000",$147,Public Record
553,686-Webster-Dr_San-Jose_CA_95133_M11437-36703,4bed,2bath,"1,392sqft",10-09-2020,Listed,"$865,000",$621,MLSListings
554,686-Webster-Dr_San-Jose_CA_95133_M11437-36703,4bed,2bath,"1,392sqft",11/13/1992,Sold,"$205,000",$147,Public Record
555,516-Hyde-Park-Dr_San-Jose_CA_95136_M12183-52566,5bed,3bath,"2,533sqft",10-10-2020,Listed,"$1,260,000",$497,MLSListings
556,516-Hyde-Park-Dr_San-Jose_CA_95136_M12183-52566,5bed,3bath,"2,533sqft",11-06-2015,Sold,"$875,000",$345,MLSListings
557,516-Hyde-Park-Dr_San-Jose_CA_95136_M12183-52566,5bed,3bath,"2,533sqft",09/24/2015,Price Changed,"$875,000",$345,MLSListings
558,516-Hyde-Park-Dr_San-Jose_CA_95136_M12183-52566,5bed,3bath,"2,533sqft",09/16/2015,Listed,"$900,000",$355,MLSListings
559,516-Hyde-Park-Dr_San-Jose_CA_95136_M12183-52566,5bed,3bath,"2,533sqft",08/27/2015,Listed,"$875,000",$345,MLSListings
560,516-Hyde-Park-Dr_San-Jose_CA_95136_M12183-52566,5bed,3bath,"2,533sqft",07/16/2013,Sold,"$651,000",$257,SanFrancisco
561,516-Hyde-Park-Dr_San-Jose_CA_95136_M12183-52566,5bed,3bath,"2,533sqft",10/17/2012,Sold,"$651,000",$257,Public Record
562,516-Hyde-Park-Dr_San-Jose_CA_95136_M12183-52566,5bed,3bath,"2,533sqft",06/13/2012,Price Changed,"$640,200",$252,MLSListings
563,516-Hyde-Park-Dr_San-Jose_CA_95136_M12183-52566,5bed,3bath,"2,533sqft",,,,,
564,516-Hyde-Park-Dr_San-Jose_CA_95136_M12183-52566,5bed,3bath,"2,533sqft",,,,,
565,516-Hyde-Park-Dr_San-Jose_CA_95136_M12183-52566,5bed,3bath,"2,533sqft",,,,,
566,516-Hyde-Park-Dr_San-Jose_CA_95136_M12183-52566,5bed,3bath,"2,533sqft",,,,,
567,516-Hyde-Park-Dr_San-Jose_CA_95136_M12183-52566,5bed,3bath,"2,533sqft",,,,,
568,516-Hyde-Park-Dr_San-Jose_CA_95136_M12183-52566,5bed,3bath,"2,533sqft",,,,,
569,516-Hyde-Park-Dr_San-Jose_CA_95136_M12183-52566,5bed,3bath,"2,533sqft",10-10-2020,Listed,"$1,260,000",$497,MLSListings
570,516-Hyde-Park-Dr_San-Jose_CA_95136_M12183-52566,5bed,3bath,"2,533sqft",11-06-2015,Sold,"$875,000",$345,MLSListings
571,516-Hyde-Park-Dr_San-Jose_CA_95136_M12183-52566,5bed,3bath,"2,533sqft",09/24/2015,Price Changed,"$875,000",$345,MLSListings
572,516-Hyde-Park-Dr_San-Jose_CA_95136_M12183-52566,5bed,3bath,"2,533sqft",09/16/2015,Listed,"$900,000",$355,MLSListings
573,516-Hyde-Park-Dr_San-Jose_CA_95136_M12183-52566,5bed,3bath,"2,533sqft",08/27/2015,Listed,"$875,000",$345,MLSListings
574,516-Hyde-Park-Dr_San-Jose_CA_95136_M12183-52566,5bed,3bath,"2,533sqft",07/16/2013,Sold,"$651,000",$257,SanFrancisco
575,516-Hyde-Park-Dr_San-Jose_CA_95136_M12183-52566,5bed,3bath,"2,533sqft",10/17/2012,Sold,"$651,000",$257,Public Record
576,516-Hyde-Park-Dr_San-Jose_CA_95136_M12183-52566,5bed,3bath,"2,533sqft",06/13/2012,Price Changed,"$640,200",$252,MLSListings
577,516-Hyde-Park-Dr_San-Jose_CA_95136_M12183-52566,5bed,3bath,"2,533sqft",,,,,
578,516-Hyde-Park-Dr_San-Jose_CA_95136_M12183-52566,5bed,3bath,"2,533sqft",,,,,
579,516-Hyde-Park-Dr_San-Jose_CA_95136_M12183-52566,5bed,3bath,"2,533sqft",,,,,
580,516-Hyde-Park-Dr_San-Jose_CA_95136_M12183-52566,5bed,3bath,"2,533sqft",,,,,
581,516-Hyde-Park-Dr_San-Jose_CA_95136_M12183-52566,5bed,3bath,"2,533sqft",,,,,
582,516-Hyde-Park-Dr_San-Jose_CA_95136_M12183-52566,5bed,3bath,"2,533sqft",,,,,
583,1070-Saddlewood-Dr_San-Jose_CA_95121_M27943-08456,3bed,2.5bath,"1,178sqft",10-09-2020,Listed,"$799,999",$679,MLSListings
584,1070-Saddlewood-Dr_San-Jose_CA_95121_M27943-08456,3bed,2.5bath,"1,178sqft",04-02-2004,Sold,"$455,000",$386,Public Record
585,1070-Saddlewood-Dr_San-Jose_CA_95121_M27943-08456,3bed,2.5bath,"1,178sqft",03-09-1992,Sold,"$181,500",$154,Public Record
586,1070-Saddlewood-Dr_San-Jose_CA_95121_M27943-08456,3bed,2.5bath,"1,178sqft",10-09-2020,Listed,"$799,999",$679,MLSListings
587,1070-Saddlewood-Dr_San-Jose_CA_95121_M27943-08456,3bed,2.5bath,"1,178sqft",04-02-2004,Sold,"$455,000",$386,Public Record
588,1070-Saddlewood-Dr_San-Jose_CA_95121_M27943-08456,3bed,2.5bath,"1,178sqft",03-09-1992,Sold,"$181,500",$154,Public Record
589,1215-Bird-Ave-Apt-105_San-Jose_CA_95125_M12925-21238,2bed,1bath,749sqft,10-09-2020,Listed,"$533,000",$711,MLSListings
590,1215-Bird-Ave-Apt-105_San-Jose_CA_95125_M12925-21238,2bed,1bath,749sqft,12-08-2016,Sold,"$480,000",$643,MLSListings
591,1215-Bird-Ave-Apt-105_San-Jose_CA_95125_M12925-21238,2bed,1bath,749sqft,10-03-2016,Sold,"$480,000",$640,Public Record
592,1215-Bird-Ave-Apt-105_San-Jose_CA_95125_M12925-21238,2bed,1bath,749sqft,08/23/2016,Listed,"$455,000",$609,MLSListings
593,1215-Bird-Ave-Apt-105_San-Jose_CA_95125_M12925-21238,2bed,1bath,749sqft,01/31/2013,Sold,"$265,000",$353,Public Record
594,1215-Bird-Ave-Apt-105_San-Jose_CA_95125_M12925-21238,2bed,1bath,749sqft,03-11-2008,Sold,"$475,000",$634,Public Record
595,1215-Bird-Ave-Apt-105_San-Jose_CA_95125_M12925-21238,2bed,1bath,749sqft,10-09-2020,Listed,"$533,000",$711,MLSListings
596,1215-Bird-Ave-Apt-105_San-Jose_CA_95125_M12925-21238,2bed,1bath,749sqft,12-08-2016,Sold,"$480,000",$643,MLSListings
597,1215-Bird-Ave-Apt-105_San-Jose_CA_95125_M12925-21238,2bed,1bath,749sqft,10-03-2016,Sold,"$480,000",$640,Public Record
598,1215-Bird-Ave-Apt-105_San-Jose_CA_95125_M12925-21238,2bed,1bath,749sqft,08/23/2016,Listed,"$455,000",$609,MLSListings
599,1215-Bird-Ave-Apt-105_San-Jose_CA_95125_M12925-21238,2bed,1bath,749sqft,01/31/2013,Sold,"$265,000",$353,Public Record
600,1215-Bird-Ave-Apt-105_San-Jose_CA_95125_M12925-21238,2bed,1bath,749sqft,03-11-2008,Sold,"$475,000",$634,Public Record
601,5249-Cribari-Hls_San-Jose_CA_95135_M12698-99588,2bed,2bath,"1,348sqft",10/13/2020,Listed,"$518,888",$384,MLSListings
602,5249-Cribari-Hls_San-Jose_CA_95135_M12698-99588,2bed,2bath,"1,348sqft",07/26/2005,Sold,"$400,000",$296,Public Record
603,5249-Cribari-Hls_San-Jose_CA_95135_M12698-99588,2bed,2bath,"1,348sqft",03/23/2000,Sold,"$325,000",$241,Public Record
604,5249-Cribari-Hls_San-Jose_CA_95135_M12698-99588,2bed,2bath,"1,348sqft",08/18/1995,Sold,"$145,000",$107,Public Record
605,5249-Cribari-Hls_San-Jose_CA_95135_M12698-99588,2bed,2bath,"1,348sqft",10/13/2020,Listed,"$518,888",$384,MLSListings
606,5249-Cribari-Hls_San-Jose_CA_95135_M12698-99588,2bed,2bath,"1,348sqft",07/26/2005,Sold,"$400,000",$296,Public Record
607,5249-Cribari-Hls_San-Jose_CA_95135_M12698-99588,2bed,2bath,"1,348sqft",03/23/2000,Sold,"$325,000",$241,Public Record
608,5249-Cribari-Hls_San-Jose_CA_95135_M12698-99588,2bed,2bath,"1,348sqft",08/18/1995,Sold,"$145,000",$107,Public Record
609,15104-Cooper-Ave_San-Jose_CA_95124_M17300-10808,5bed,4.5bath,"3,708sqft",10-07-2020,Listed,"$2,780,000",$888,MLSListings
610,15104-Cooper-Ave_San-Jose_CA_95124_M17300-10808,5bed,4.5bath,"3,708sqft",11-01-2016,Sold,"$1,130,000",$655,MLSListings
611,15104-Cooper-Ave_San-Jose_CA_95124_M17300-10808,5bed,4.5bath,"3,708sqft",10-11-2016,Listed,"$1,150,000",$667,MLSListings
612,15104-Cooper-Ave_San-Jose_CA_95124_M17300-10808,5bed,4.5bath,"3,708sqft",12/24/2014,Sold,"$1,075,101",$623,MLSListings
613,15104-Cooper-Ave_San-Jose_CA_95124_M17300-10808,5bed,4.5bath,"3,708sqft",12/13/2014,Relisted,"$985,000",$571,MLSListings
614,15104-Cooper-Ave_San-Jose_CA_95124_M17300-10808,5bed,4.5bath,"3,708sqft",09/19/2014,Listed,"$985,000",$571,MLSListings
615,15104-Cooper-Ave_San-Jose_CA_95124_M17300-10808,5bed,4.5bath,"3,708sqft",05-07-2004,Sold,"$525,000",$167,Public Record
616,15104-Cooper-Ave_San-Jose_CA_95124_M17300-10808,5bed,4.5bath,"3,708sqft",12/15/1988,Sold,"$216,000",$69,Public Record
617,15104-Cooper-Ave_San-Jose_CA_95124_M17300-10808,5bed,4.5bath,"3,708sqft",,,,,
618,15104-Cooper-Ave_San-Jose_CA_95124_M17300-10808,5bed,4.5bath,"3,708sqft",10-07-2020,Listed,"$2,780,000",$888,MLSListings
619,15104-Cooper-Ave_San-Jose_CA_95124_M17300-10808,5bed,4.5bath,"3,708sqft",11-01-2016,Sold,"$1,130,000",$655,MLSListings
620,15104-Cooper-Ave_San-Jose_CA_95124_M17300-10808,5bed,4.5bath,"3,708sqft",10-11-2016,Listed,"$1,150,000",$667,MLSListings
621,15104-Cooper-Ave_San-Jose_CA_95124_M17300-10808,5bed,4.5bath,"3,708sqft",12/24/2014,Sold,"$1,075,101",$623,MLSListings
622,15104-Cooper-Ave_San-Jose_CA_95124_M17300-10808,5bed,4.5bath,"3,708sqft",12/13/2014,Relisted,"$985,000",$571,MLSListings
623,15104-Cooper-Ave_San-Jose_CA_95124_M17300-10808,5bed,4.5bath,"3,708sqft",09/19/2014,Listed,"$985,000",$571,MLSListings
624,15104-Cooper-Ave_San-Jose_CA_95124_M17300-10808,5bed,4.5bath,"3,708sqft",05-07-2004,Sold,"$525,000",$167,Public Record
625,15104-Cooper-Ave_San-Jose_CA_95124_M17300-10808,5bed,4.5bath,"3,708sqft",12/15/1988,Sold,"$216,000",$69,Public Record
626,15104-Cooper-Ave_San-Jose_CA_95124_M17300-10808,5bed,4.5bath,"3,708sqft",,,,,
627,20-Larisa-Oaks-Pl_San-Jose_CA_95138_M29212-65298,4bed,2.5bath,"1,722sqft",10-08-2020,Listed,"$1,088,000",$631,MLSListings
628,20-Larisa-Oaks-Pl_San-Jose_CA_95138_M29212-65298,4bed,2.5bath,"1,722sqft",09/18/2019,Sold,"$999,000",$580,MLSListings
629,20-Larisa-Oaks-Pl_San-Jose_CA_95138_M29212-65298,4bed,2.5bath,"1,722sqft",12-06-2012,Sold,"$450,000",$261,Public Record
630,20-Larisa-Oaks-Pl_San-Jose_CA_95138_M29212-65298,4bed,2.5bath,"1,722sqft",08-08-2012,Listed,"$445,000",$258,MLSListings
631,20-Larisa-Oaks-Pl_San-Jose_CA_95138_M29212-65298,4bed,2.5bath,"1,722sqft",02/18/2004,Sold,"$565,000",$328,Public Record
632,20-Larisa-Oaks-Pl_San-Jose_CA_95138_M29212-65298,4bed,2.5bath,"1,722sqft",10-08-2020,Listed,"$1,088,000",$631,MLSListings
633,20-Larisa-Oaks-Pl_San-Jose_CA_95138_M29212-65298,4bed,2.5bath,"1,722sqft",09/18/2019,Sold,"$999,000",$580,MLSListings
634,20-Larisa-Oaks-Pl_San-Jose_CA_95138_M29212-65298,4bed,2.5bath,"1,722sqft",12-06-2012,Sold,"$450,000",$261,Public Record
635,20-Larisa-Oaks-Pl_San-Jose_CA_95138_M29212-65298,4bed,2.5bath,"1,722sqft",08-08-2012,Listed,"$445,000",$258,MLSListings
636,20-Larisa-Oaks-Pl_San-Jose_CA_95138_M29212-65298,4bed,2.5bath,"1,722sqft",02/18/2004,Sold,"$565,000",$328,Public Record
637,5799-Barnswell-Way_San-Jose_CA_95138_M25604-61518,4bed,3bath,"1,987sqft",10-09-2020,Listed,"$998,000",$502,SanFrancisco
638,5799-Barnswell-Way_San-Jose_CA_95138_M25604-61518,4bed,3bath,"1,987sqft",10-09-2020,Listed,"$998,000",$502,MLSListings
639,5799-Barnswell-Way_San-Jose_CA_95138_M25604-61518,4bed,3bath,"1,987sqft",10-01-2010,Sold,"$520,000",$261,Public Record
640,5799-Barnswell-Way_San-Jose_CA_95138_M25604-61518,4bed,3bath,"1,987sqft",08-08-2010,Listed,"$518,000",$260,MLSListings
641,5799-Barnswell-Way_San-Jose_CA_95138_M25604-61518,4bed,3bath,"1,987sqft",07/22/2010,Listed,"$544,888",$274,MLSListings
642,5799-Barnswell-Way_San-Jose_CA_95138_M25604-61518,4bed,3bath,"1,987sqft",06/18/2010,Price Changed,"$559,990",$281,MLSListings
643,5799-Barnswell-Way_San-Jose_CA_95138_M25604-61518,4bed,3bath,"1,987sqft",06/17/2010,Listed,"$569,990",$286,MLSListings
644,5799-Barnswell-Way_San-Jose_CA_95138_M25604-61518,4bed,3bath,"1,987sqft",05/20/2010,Listed,"$559,990",$281,MLSListings
645,5799-Barnswell-Way_San-Jose_CA_95138_M25604-61518,4bed,3bath,"1,987sqft",,,,,
646,5799-Barnswell-Way_San-Jose_CA_95138_M25604-61518,4bed,3bath,"1,987sqft",,,,,
647,5799-Barnswell-Way_San-Jose_CA_95138_M25604-61518,4bed,3bath,"1,987sqft",,,,,
648,5799-Barnswell-Way_San-Jose_CA_95138_M25604-61518,4bed,3bath,"1,987sqft",,,,,
649,5799-Barnswell-Way_San-Jose_CA_95138_M25604-61518,4bed,3bath,"1,987sqft",10-09-2020,Listed,"$998,000",$502,SanFrancisco
650,5799-Barnswell-Way_San-Jose_CA_95138_M25604-61518,4bed,3bath,"1,987sqft",10-09-2020,Listed,"$998,000",$502,MLSListings
651,5799-Barnswell-Way_San-Jose_CA_95138_M25604-61518,4bed,3bath,"1,987sqft",10-01-2010,Sold,"$520,000",$261,Public Record
652,5799-Barnswell-Way_San-Jose_CA_95138_M25604-61518,4bed,3bath,"1,987sqft",08-08-2010,Listed,"$518,000",$260,MLSListings
653,5799-Barnswell-Way_San-Jose_CA_95138_M25604-61518,4bed,3bath,"1,987sqft",07/22/2010,Listed,"$544,888",$274,MLSListings
654,5799-Barnswell-Way_San-Jose_CA_95138_M25604-61518,4bed,3bath,"1,987sqft",06/18/2010,Price Changed,"$559,990",$281,MLSListings
655,5799-Barnswell-Way_San-Jose_CA_95138_M25604-61518,4bed,3bath,"1,987sqft",06/17/2010,Listed,"$569,990",$286,MLSListings
656,5799-Barnswell-Way_San-Jose_CA_95138_M25604-61518,4bed,3bath,"1,987sqft",05/20/2010,Listed,"$559,990",$281,MLSListings
657,5799-Barnswell-Way_San-Jose_CA_95138_M25604-61518,4bed,3bath,"1,987sqft",,,,,
658,5799-Barnswell-Way_San-Jose_CA_95138_M25604-61518,4bed,3bath,"1,987sqft",,,,,
659,5799-Barnswell-Way_San-Jose_CA_95138_M25604-61518,4bed,3bath,"1,987sqft",,,,,
660,5799-Barnswell-Way_San-Jose_CA_95138_M25604-61518,4bed,3bath,"1,987sqft",,,,,
661,4999-Gazania-Dr_San-Jose_CA_95111_M13755-95248,3bed,2bath,"1,374sqft",10-12-2020,Listed,"$799,900",$582,MLSListings
662,4999-Gazania-Dr_San-Jose_CA_95111_M13755-95248,3bed,2bath,"1,374sqft",08/14/1979,Sold,"$64,000",$46,Public Record
663,4999-Gazania-Dr_San-Jose_CA_95111_M13755-95248,3bed,2bath,"1,374sqft",10-12-2020,Listed,"$799,900",$582,MLSListings
664,4999-Gazania-Dr_San-Jose_CA_95111_M13755-95248,3bed,2bath,"1,374sqft",08/14/1979,Sold,"$64,000",$46,Public Record
665,1842-University-Ave_San-Jose_CA_95126_M29090-64814,4bed,3bath,"2,695sqft",10-08-2020,Listed,"$2,799,000","$1,038",MLSListings
666,1842-University-Ave_San-Jose_CA_95126_M29090-64814,4bed,3bath,"2,695sqft",06/19/2014,Sold,"$1,680,000",$623,MLSListings
667,1842-University-Ave_San-Jose_CA_95126_M29090-64814,4bed,3bath,"2,695sqft",05-06-2014,Listed,"$1,649,000",$611,MLSListings
668,1842-University-Ave_San-Jose_CA_95126_M29090-64814,4bed,3bath,"2,695sqft",03/13/1996,Sold,"$521,000",$203,Public Record
669,1842-University-Ave_San-Jose_CA_95126_M29090-64814,4bed,3bath,"2,695sqft",10-08-2020,Listed,"$2,799,000","$1,038",MLSListings
670,1842-University-Ave_San-Jose_CA_95126_M29090-64814,4bed,3bath,"2,695sqft",06/19/2014,Sold,"$1,680,000",$623,MLSListings
671,1842-University-Ave_San-Jose_CA_95126_M29090-64814,4bed,3bath,"2,695sqft",05-06-2014,Listed,"$1,649,000",$611,MLSListings
672,1842-University-Ave_San-Jose_CA_95126_M29090-64814,4bed,3bath,"2,695sqft",03/13/1996,Sold,"$521,000",$203,Public Record
673,1334-Rimrock-Dr_San-Jose_CA_95120_M19278-96112,5bed,3.5bath,"3,126sqft",10-09-2020,Listed,"$2,350,000",$751,MLSListings
674,1334-Rimrock-Dr_San-Jose_CA_95120_M19278-96112,5bed,3.5bath,"3,126sqft",04-03-2007,Sold,"$1,435,000",$459,Public Record
675,1334-Rimrock-Dr_San-Jose_CA_95120_M19278-96112,5bed,3.5bath,"3,126sqft",02/20/2002,Sold,"$925,000",$295,Public Record
676,1334-Rimrock-Dr_San-Jose_CA_95120_M19278-96112,5bed,3.5bath,"3,126sqft",06-01-2000,Listed,"$1,995,999",$554,ContraCosta
677,1334-Rimrock-Dr_San-Jose_CA_95120_M19278-96112,5bed,3.5bath,"3,126sqft",11/29/1984,Sold,"$370,000",$118,Public Record
678,1334-Rimrock-Dr_San-Jose_CA_95120_M19278-96112,5bed,3.5bath,"3,126sqft",10-09-2020,Listed,"$2,350,000",$751,MLSListings
679,1334-Rimrock-Dr_San-Jose_CA_95120_M19278-96112,5bed,3.5bath,"3,126sqft",04-03-2007,Sold,"$1,435,000",$459,Public Record
680,1334-Rimrock-Dr_San-Jose_CA_95120_M19278-96112,5bed,3.5bath,"3,126sqft",02/20/2002,Sold,"$925,000",$295,Public Record
681,1334-Rimrock-Dr_San-Jose_CA_95120_M19278-96112,5bed,3.5bath,"3,126sqft",06-01-2000,Listed,"$1,995,999",$554,ContraCosta
682,1334-Rimrock-Dr_San-Jose_CA_95120_M19278-96112,5bed,3.5bath,"3,126sqft",11/29/1984,Sold,"$370,000",$118,Public Record
683,247-Martinvale-Ln_San-Jose_CA_95119_M17375-95391,4bed,2bath,"1,308sqft",10-07-2020,Listed,"$888,000",$678,MLSListings
684,247-Martinvale-Ln_San-Jose_CA_95119_M17375-95391,4bed,2bath,"1,308sqft",10/28/1991,Sold,"$225,000",$172,Public Record
685,247-Martinvale-Ln_San-Jose_CA_95119_M17375-95391,4bed,2bath,"1,308sqft",10-07-2020,Listed,"$888,000",$678,MLSListings
686,247-Martinvale-Ln_San-Jose_CA_95119_M17375-95391,4bed,2bath,"1,308sqft",10/28/1991,Sold,"$225,000",$172,Public Record
687,1665-Collingwood-Ave_San-Jose_CA_95125_M22460-95474,4bed,3.5bath,"2,598sqft",10-08-2020,Listed,"$2,149,000",$827,MLSListings
688,1665-Collingwood-Ave_San-Jose_CA_95125_M22460-95474,4bed,3.5bath,"2,598sqft",10/13/2013,Sold,"$1,495,000",$575,MLSListings
689,1665-Collingwood-Ave_San-Jose_CA_95125_M22460-95474,4bed,3.5bath,"2,598sqft",09-10-2013,Price Changed,"$1,549,000",$596,MLSListings
690,1665-Collingwood-Ave_San-Jose_CA_95125_M22460-95474,4bed,3.5bath,"2,598sqft",07/19/2013,Listed,"$1,595,000",$613,MLSListings
691,1665-Collingwood-Ave_San-Jose_CA_95125_M22460-95474,4bed,3.5bath,"2,598sqft",12/28/2010,Sold,"$1,155,000",$444,Public Record
692,1665-Collingwood-Ave_San-Jose_CA_95125_M22460-95474,4bed,3.5bath,"2,598sqft",11/19/2010,Listed,"$1,199,000",$461,MLSListings
693,1665-Collingwood-Ave_San-Jose_CA_95125_M22460-95474,4bed,3.5bath,"2,598sqft",09/23/2010,Listed,"$1,249,000",$480,MLSListings
694,1665-Collingwood-Ave_San-Jose_CA_95125_M22460-95474,4bed,3.5bath,"2,598sqft",07/19/2010,Listed,"$1,299,000",$500,MLSListings
695,1665-Collingwood-Ave_San-Jose_CA_95125_M22460-95474,4bed,3.5bath,"2,598sqft",,,,,
696,1665-Collingwood-Ave_San-Jose_CA_95125_M22460-95474,4bed,3.5bath,"2,598sqft",,,,,
697,1665-Collingwood-Ave_San-Jose_CA_95125_M22460-95474,4bed,3.5bath,"2,598sqft",,,,,
698,1665-Collingwood-Ave_San-Jose_CA_95125_M22460-95474,4bed,3.5bath,"2,598sqft",,,,,
699,1665-Collingwood-Ave_San-Jose_CA_95125_M22460-95474,4bed,3.5bath,"2,598sqft",10-08-2020,Listed,"$2,149,000",$827,MLSListings
700,1665-Collingwood-Ave_San-Jose_CA_95125_M22460-95474,4bed,3.5bath,"2,598sqft",10/13/2013,Sold,"$1,495,000",$575,MLSListings
701,1665-Collingwood-Ave_San-Jose_CA_95125_M22460-95474,4bed,3.5bath,"2,598sqft",09-10-2013,Price Changed,"$1,549,000",$596,MLSListings
702,1665-Collingwood-Ave_San-Jose_CA_95125_M22460-95474,4bed,3.5bath,"2,598sqft",07/19/2013,Listed,"$1,595,000",$613,MLSListings
703,1665-Collingwood-Ave_San-Jose_CA_95125_M22460-95474,4bed,3.5bath,"2,598sqft",12/28/2010,Sold,"$1,155,000",$444,Public Record
704,1665-Collingwood-Ave_San-Jose_CA_95125_M22460-95474,4bed,3.5bath,"2,598sqft",11/19/2010,Listed,"$1,199,000",$461,MLSListings
705,1665-Collingwood-Ave_San-Jose_CA_95125_M22460-95474,4bed,3.5bath,"2,598sqft",09/23/2010,Listed,"$1,249,000",$480,MLSListings
706,1665-Collingwood-Ave_San-Jose_CA_95125_M22460-95474,4bed,3.5bath,"2,598sqft",07/19/2010,Listed,"$1,299,000",$500,MLSListings
707,1665-Collingwood-Ave_San-Jose_CA_95125_M22460-95474,4bed,3.5bath,"2,598sqft",,,,,
708,1665-Collingwood-Ave_San-Jose_CA_95125_M22460-95474,4bed,3.5bath,"2,598sqft",,,,,
709,1665-Collingwood-Ave_San-Jose_CA_95125_M22460-95474,4bed,3.5bath,"2,598sqft",,,,,
710,1665-Collingwood-Ave_San-Jose_CA_95125_M22460-95474,4bed,3.5bath,"2,598sqft",,,,,
711,3510-Hilary-Dr_San-Jose_CA_95124_M18104-35787,3bed,2bath,"1,281sqft",10-07-2020,Listed,"$1,289,000","$1,006",MLSListings
712,3510-Hilary-Dr_San-Jose_CA_95124_M18104-35787,3bed,2bath,"1,281sqft",07/29/2008,Sold,"$708,000",$552,Public Record
713,3510-Hilary-Dr_San-Jose_CA_95124_M18104-35787,3bed,2bath,"1,281sqft",08/27/2003,Sold,"$536,000",$418,Public Record
714,3510-Hilary-Dr_San-Jose_CA_95124_M18104-35787,3bed,2bath,"1,281sqft",03/30/2000,Sold,"$450,000",$351,Public Record
715,3510-Hilary-Dr_San-Jose_CA_95124_M18104-35787,3bed,2bath,"1,281sqft",10-07-2020,Listed,"$1,289,000","$1,006",MLSListings
716,3510-Hilary-Dr_San-Jose_CA_95124_M18104-35787,3bed,2bath,"1,281sqft",07/29/2008,Sold,"$708,000",$552,Public Record
717,3510-Hilary-Dr_San-Jose_CA_95124_M18104-35787,3bed,2bath,"1,281sqft",08/27/2003,Sold,"$536,000",$418,Public Record
718,3510-Hilary-Dr_San-Jose_CA_95124_M18104-35787,3bed,2bath,"1,281sqft",03/30/2000,Sold,"$450,000",$351,Public Record
719,1296-Aberford-Dr_San-Jose_CA_95131_M10931-84489,4bed,2bath,"1,393sqft",10-08-2020,Listed,"$998,000",$716,MLSListings
720,1296-Aberford-Dr_San-Jose_CA_95131_M10931-84489,4bed,2bath,"1,393sqft",07-10-1975,Sold,"$39,000",$27,Public Record
721,1296-Aberford-Dr_San-Jose_CA_95131_M10931-84489,4bed,2bath,"1,393sqft",10-08-2020,Listed,"$998,000",$716,MLSListings
722,1296-Aberford-Dr_San-Jose_CA_95131_M10931-84489,4bed,2bath,"1,393sqft",07-10-1975,Sold,"$39,000",$27,Public Record
723,658-Arrowhead-Dr_San-Jose_CA_95123_M11724-50372,4bed,2bath,"1,321sqft",10-07-2020,Listed,"$975,000",$738,MLSListings
724,658-Arrowhead-Dr_San-Jose_CA_95123_M11724-50372,4bed,2bath,"1,321sqft",06/28/2010,Sold,"$460,000",$348,Public Record
725,658-Arrowhead-Dr_San-Jose_CA_95123_M11724-50372,4bed,2bath,"1,321sqft",05-01-2010,Price Changed,"$468,000",$354,MLSListings
726,658-Arrowhead-Dr_San-Jose_CA_95123_M11724-50372,4bed,2bath,"1,321sqft",03/16/2010,Listed,"$488,000",$369,MLSListings
727,658-Arrowhead-Dr_San-Jose_CA_95123_M11724-50372,4bed,2bath,"1,321sqft",02/17/2010,Price Changed,"$400,000",$302,MLSListings
728,658-Arrowhead-Dr_San-Jose_CA_95123_M11724-50372,4bed,2bath,"1,321sqft",09-04-2009,Listed,"$399,900",$302,MLSListings
729,658-Arrowhead-Dr_San-Jose_CA_95123_M11724-50372,4bed,2bath,"1,321sqft",10-07-2020,Listed,"$975,000",$738,MLSListings
730,658-Arrowhead-Dr_San-Jose_CA_95123_M11724-50372,4bed,2bath,"1,321sqft",06/28/2010,Sold,"$460,000",$348,Public Record
731,658-Arrowhead-Dr_San-Jose_CA_95123_M11724-50372,4bed,2bath,"1,321sqft",05-01-2010,Price Changed,"$468,000",$354,MLSListings
732,658-Arrowhead-Dr_San-Jose_CA_95123_M11724-50372,4bed,2bath,"1,321sqft",03/16/2010,Listed,"$488,000",$369,MLSListings
733,658-Arrowhead-Dr_San-Jose_CA_95123_M11724-50372,4bed,2bath,"1,321sqft",02/17/2010,Price Changed,"$400,000",$302,MLSListings
734,658-Arrowhead-Dr_San-Jose_CA_95123_M11724-50372,4bed,2bath,"1,321sqft",09-04-2009,Listed,"$399,900",$302,MLSListings
735,1193-S-9th-St_San-Jose_CA_95112_M13927-34433,2bed,2bath,"1,040sqft",10-12-2020,Listed,"$899,000",$864,SanFrancisco
736,1193-S-9th-St_San-Jose_CA_95112_M13927-34433,2bed,2bath,"1,040sqft",10-10-2020,Listed,"$899,000",$864,MLSListings
737,1193-S-9th-St_San-Jose_CA_95112_M13927-34433,2bed,2bath,"1,040sqft",08/30/2018,Sold,"$855,000",$822,MLSListings
738,1193-S-9th-St_San-Jose_CA_95112_M13927-34433,2bed,2bath,"1,040sqft",07/13/2018,Price Changed,"$887,900",$853,MLSListings
